52	0.000891935912859315
62	0.000738025025021226
139	0.000198278587919657
84	0.00043956203372201
3056	2.83867239813565e-05
203	0.000219379786915929
1671	3.01170562701574e-05
95	0.000503612297449805
94	0.000580610781423182
151	0.000377304487788059
4189	1.28271130961205e-05
198	0.000190695049414207
130	0.000453622937130983
105	0.000344271339831727
732	5.31916894795484e-05
330	0.000110812178055051
2622	2.00886747374085e-05
194	0.000253226931508892
419	0.00014443271830298
1025	2.14462082441997e-05
727	0.000108504598207413
86	0.000875510674891106
88	0.000472959772231331
199	0.000270579442482064
227	0.000189886354866831
202	0.000156617068456994
89	0.000511529431746136
100	0.00048862305598013
61	0.00041128104931467
171	0.000226507718098235
883	6.17089065739557e-05
5326	1.23920052007457e-05
181	0.00013018605388139
3170	9.44844093337727e-06
159	0.000273610752978157
526	8.87185651659035e-05
52	0.000915980420874304
4862	8.625977011937e-06
562	8.77485204919008e-05
1019	4.38022069243252e-05
3493	1.30674328107662e-05
340	0.000159351870104984
826	7.3639102111164e-05
6477	6.28304016320929e-06
87	0.000486815646495179
100	0.000524206586165989
619	8.00354658627811e-05
473	6.11795083430563e-05
793	4.00971401582077e-05
224	0.000216766675363484
195	0.000195797539738266
613	9.31078631300291e-05
4684	1.43091676836952e-05
113	0.000379156139907756
3895	2.09955331916691e-05
321	0.000202152706476488
286	9.47306720302798e-05
1641	2.71469132793396e-05
145	0.000405236777676781
4968	9.77027180610608e-06
340	0.00016439728901077
1650	2.33544218069237e-05
999	3.92858742727717e-05
85	0.000428852372034414
1732	3.91039036287104e-05
53	0.000497906641268715
483	7.71421397444151e-05
84	0.000619304275555106
55	0.000491648033895652
537	7.94318317413086e-05
607	6.24942287196531e-05
312	0.000138734855343995
1838	5.05281742918019e-05
432	6.7412426989141e-05
241	0.00015584781256108
54	0.000516744781285225
1735	4.733525654212e-05
797	4.62458650709622e-05
1787	2.6323394576242e-05
1184	2.83130278745788e-05
619	6.3389721968812e-05
721	6.12050346728836e-05
93	0.000347783287316341
266	0.000121313422415034
112	0.000264514924385539
706	4.88350646162598e-05
320	9.63823567927157e-05
53	0.000732316452013356
125	0.000289938123617194
843	6.17090441290383e-05
80	0.000757645230062399
298	8.66750162692146e-05
143	0.000358204651167094
587	7.78889752642773e-05
89	0.000269174318750302
693	6.93699114714488e-05
57	0.000740468472797569
53	0.000516032655332076
483	0.000137543344282839
2067	1.90342296149315e-05
169	0.00022165851833928
155	0.000174447136319058
312	0.00020517519700953
73	0.000406013775982451
379	0.000190622143481794
151	0.000168299029549534
1118	4.46631767207853e-05
42421	2.81318959147164e-06
2160	1.4908094959119e-05
27330	1.90751240916051e-06
249	0.000182971168429147
57	0.000580234478819907
66	0.00057574775135066
70	0.000764584855791428
3642	1.03753023603108e-05
1020	4.6838400915449e-05
3275	1.9032814324215e-05
1073	0.00011341251170971
1053	4.18501277776847e-05
82	0.000335478123635163
102	0.00054881604454878
618	6.55191637733756e-05
2256	1.93163952728046e-05
336	0.00014112284864322
67	0.000524189035761459
746	0.000121850485842325
2485	2.62471341863165e-05
74	0.0005712227162542
91	0.000627169148062523
146	0.000328919808637897
184	0.000495878962562838
158	0.000157569397414941
465	9.7496672071796e-05
80	0.000513942085924276
74	0.00037156035659188
274	0.000235254957582047
1046	6.32752279517918e-05
1230	5.89531849593378e-05
217	0.00019501975801425
243	0.000229138518209493
1413	5.31481121735085e-05
208	0.000186849574972886
197	0.000280398446743917
59	0.000526445641806034
79	0.000313005686130117
229	0.000152228738680759
1004	6.14207489307566e-05
77	0.000387753325205399
170	0.000397002911745853
309	0.000109456378632992
1160	4.43932152463271e-05
134	0.000329635655112509
